playerOneNumber,playerOne,playerTwoNumber,playerTwo,round,playerOneWins,playerTwoWins,draws
#0123,Fatera,#0077,Vucarro v33.11,7,2,1,0
#0118,Pucarro,#0009,Relia v12.42,7,2,1,0
#0089,Lanus,#0023,Manope Mk XXXVII,7,2,1,0
#0093,Megantu,#0045,Futer,7,1,2,0
#0078,Zuter,#0131,Iunus v35.24,7,3,0,0
#0139,Konus Mk LVIII,#0086,Peturn,7,3,0,0
#0108,Getis,#0070,Qunus,7,3,0,0
#0121,Sugantu,#0101,Fabos,7,1,2,0
#0016,Purilia Mk XXXV,#0143,Ronope Mk LXVIII,7,1,2,0
#0039,Cuvis,#0032,Later,7,0,3,0
#0004,Pecury,#0052,Qustea,7,0,3,0
#0024,Wehines Mk L,#0034,Pucury v46.28,7,0,3,0
#0008,Tepra,#0129,Peter,7,1,2,0
#0097,Foter,#0041,Toliv v6.73,7,3,0,0
#0060,Tonides,#0126,Wanus v30.81,7,1,2,0
#0100,Turilia v28.53,#0054,Halea v22.63,7,0,3,0
#0115,Lethea Mk XCVII,#0042,Potera,7,2,1,0
#0003,Tubos,#0138,Bowei,7,2,1,0
#0047,Futis,#0026,Jolea,7,3,0,0
#0007,Nostea,#0014,Qewei Mk XCV,7,3,0,0
#0033,Lacarro,#0038,Selia,7,0,3,0
#0069,Bonope,#0046,Henerth Mk VIII,7,1,2,0
#0050,Dovis v46.22,#0072,Xulia,7,3,0,0
#0132,Vetania,#0141,Quphus,7,2,1,0
#0012,Yutera Mk LXXXIV,#0084,Iuzuno,7,0,3,0
#0140,Jeliv,#0010,Xocury,7,0,3,0
#0068,Fucury,#0005,Cotania,7,1,2,0
#0051,Xaturn,#0029,Nehiri,7,1,2,0
#0031,Ianov,#0142,Nuthea,8,2,1,0
#0102,Huyama,#0122,Wanope,8,3,0,0
#0081,Wustea Mk LXXXVI,#0114,Negantu,8,3,0,0
#0119,Xunus Mk XII,#0124,Fanov v33.40,8,3,0,0
#0128,Xetune,#0096,Funerth,8,1,2,0
#0063,Logawa,#0103,Xotune v29.73,8,1,2,0
#0056,Wahiri Mk LXXIV,#0107,Danov,8,0,3,0
#0055,Sulara v35.90,#0136,Tuvis,8,2,1,0
#0080,Fuwei,#0062,Nanov,8,2,1,0
#0095,Rugawa,#0120,Waria v41.6,8,1,2,0
#0021,Selea,#0049,Ronus v28.11,8,2,1,0
#0130,Doruta,#0087,Doyama Mk VII,8,3,0,0
#0110,Keclite,#0017,Wonus,8,3,0,0
#0035,Haruta Mk XLIX,#0137,Juzuno v16.41,8,2,1,0
#0113,Kunope,#0015,Honov,8,3,0,0
#0030,Yenus,#0111,Herilia v14.82,8,1,2,0
#0019,Iavis v40.72,#0027,Yutania,8,3,0,0
#0079,Dutune,#0085,Fupra,8,0,3,0
#0133,Felea,#0117,Cethea,8,3,0,0
#0104,Nutera,#0083,Hunus v28.9,8,0,3,0
#0006,Sophus,#0064,Zoclite,8,1,2,0
#0088,Julea,#0058,Guthea,8,2,1,0
#0144,Muhiri v31.23,#0022,Yocarro Mk XLVII,8,2,1,0
#0037,Decarro,#0071,Secarro,8,2,1,0
#0013,Tewei v11.69,#0118,Pucarro,8,3,0,0
#0090,Gohiri,#0076,Qater,8,3,0,0
#0106,Jatania,#0002,Nonia,8,1,2,0
#0066,Ferilia,#0082,Qaturn,8,0,3,0
#0043,Dayama,#0094,Monus,8,0,3,0
#0048,Yayama,#0116,Soria,8,3,0,0
#0089,Lanus,#0001,Gaphus,8,1,2,0
#0074,Petania Mk LXXXVII,#0036,Tenia,8,1,2,0
#0075,Jenides,#0105,Nalea v36.5,8,1,2,0
#0053,Zostea,#0099,Vathea,8,1,2,0
#0028,Senus Mk XLIX,#0123,Fatera,8,1,2,0
#0109,Ioliv,#0129,Peter,8,1,2,0
#0092,Yestea,#0047,Futis,8,1,2,0
#0126,Wanus v30.81,#0040,Wuter Mk XVII,8,0,3,0
#0011,Wuwei v12.30,#0045,Futer,8,2,1,0
#0139,Konus Mk LVIII,#0078,Zuter,8,0,3,0
#0127,Quwei,#0115,Lethea Mk XCVII,8,2,1,0
#0098,Suria Mk XCVII,#0007,Nostea,8,1,2,0
#0023,Manope Mk XXXVII,#0054,Halea v22.63,8,2,1,0
#0091,Qalea,#0108,Getis,8,2,1,0
#0101,Fabos,#0067,Rozuno,8,0,3,0
#0018,Buwei,#0044,Wunus,8,1,2,0
#0032,Later,#0020,Humia,8,0,3,0
#0125,Soter v3.44,#0065,Huthea,8,2,1,0
#0073,Vophus,#0059,Qewei,8,0,3,0
#0003,Tubos,#0112,Matania,8,1,2,0
#0052,Qustea,#0134,Tetune,8,1,2,0
#0057,Ienov,#0143,Ronope Mk LXVIII,8,2,1,0
#0061,Wuturn v18.96,#0077,Vucarro v33.11,8,3,0,0
#0097,Foter,#0135,Durus v12.47,8,2,1,0
#0034,Pucury v46.28,#0025,Iapra,8,3,0,0
#0009,Relia v12.42,#0131,Iunus v35.24,8,2,1,0
#0014,Qewei Mk XCV,#0046,Henerth Mk VIII,8,2,1,0
#0084,Iuzuno,#0026,Jolea,8,1,2,0
#0041,Toliv v6.73,#0024,Wehines Mk L,8,2,1,0
#0060,Tonides,#0038,Selia,8,2,1,0
#0004,Pecury,#0121,Sugantu,8,2,1,0
#0042,Potera,#0138,Bowei,8,0,3,0
#0093,Megantu,#0008,Tepra,8,0,3,0
#0070,Qunus,#0050,Dovis v46.22,8,2,1,0
#0010,Xocury,#0033,Lacarro,8,1,2,0
#0039,Cuvis,#0086,Peturn,8,3,0,0
#0016,Purilia Mk XXXV,#0100,Turilia v28.53,8,1,2,0
#0132,Vetania,#0072,Xulia,8,3,0,0
#0012,Yutera Mk LXXXIV,#0068,Fucury,8,0,3,0
#0069,Bonope,#0005,Cotania,8,1,2,0
#0029,Nehiri,#0140,Jeliv,8,1,2,0
#0141,Quphus,#0051,Xaturn,8,3,0,0
#0114,Negantu,#0111,Herilia v14.82,9,2,1,0
#0122,Wanope,#0119,Xunus Mk XII,9,0,3,0
#0130,Doruta,#0124,Fanov v33.40,9,3,0,0
#0113,Kunope,#0096,Funerth,9,1,2,0
#0081,Wustea Mk LXXXVI,#0021,Selea,9,3,0,0
#0080,Fuwei,#0128,Xetune,9,2,1,0
#0142,Nuthea,#0031,Ianov,9,0,3,0
#0110,Keclite,#0102,Huyama,9,1,2,0
#0114,Negantu,#0119,Xunus Mk XII,10,1,2,0
#0130,Doruta,#0096,Funerth,10,2,1,0
#0081,Wustea Mk LXXXVI,#0080,Fuwei,10,2,1,0
#0031,Ianov,#0102,Huyama,10,2,1,0
#0119,Xunus Mk XII,#0130,Doruta,11,1,2,0
#0081,Wustea Mk LXXXVI,#0031,Ianov,11,3,0,0
#0130,Doruta,#0081,Wustea Mk LXXXVI,12,1,2,0
