playerOneNumber,playerOne,playerTwoNumber,playerTwo,round,playerOneWins,playerTwoWins,draws
#0080,Fuwei,#0023,Manope Mk XXXVII,7,3,0,0
#0057,Ienov,#0083,Hunus v28.9,7,1,2,0
#0002,Nonia,#0049,Ronus v28.11,7,1,2,0
#0127,Quwei,#0099,Vathea,7,1,2,0
#0007,Nostea,#0143,Ronope Mk LXVIII,7,0,3,0
#0139,Konus Mk LVIII,#0146,Yonia,7,0,3,0
#0061,Wuturn v18.96,#0109,Ioliv,7,3,0,0
#0126,Wanus v30.81,#0040,Wuter Mk XVII,7,0,3,0
#0138,Bowei,#0015,Honov,7,1,2,0
#0064,Zoclite,#0105,Nalea v36.5,7,1,2,0
#0137,Juzuno v16.41,#0118,Pucarro,7,2,1,0
#0097,Foter,#0078,Zuter,7,3,0,0
#0062,Nanov,#0100,Turilia v28.53,7,1,2,0
#0075,Jenides,#0056,Wahiri Mk LXXIV,7,0,3,0
#0134,Tetune,#0091,Qalea,7,0,3,0
#0144,Muhiri v31.23,#0027,Yutania,7,1,2,0
#0125,Soter v3.44,#0132,Vetania,7,3,0,0
#0058,Guthea,#0092,Yestea,7,3,0,0
#0084,Iuzuno,#0033,Lacarro,7,1,2,0
#0059,Qewei,#0140,Jeliv,7,3,0,0
#0098,Suria Mk XCVII,#0052,Qustea,7,3,0,0
#0108,Getis,#0121,Sugantu,7,3,0,0
#0034,Pucury v46.28,#0115,Lethea Mk XCVII,7,2,1,0
#0086,Peturn,#0054,Halea v22.63,7,0,3,0
#0068,Fucury,#0024,Wehines Mk L,7,1,2,0
#0010,Xocury,#0020,Humia,7,0,3,0
#0018,Buwei,#0072,Xulia,7,3,0,0
#0060,Tonides,#0047,Futis,7,2,1,0
#0129,Peter,#0038,Selia,7,3,0,0
#0067,Rozuno,#0012,Yutera Mk LXXXIV,7,2,1,0
#0131,Iunus v35.24,#0003,Tubos,7,1,2,0
#0065,Huthea,#0044,Wunus,7,1,2,0
#0093,Megantu,#0009,Relia v12.42,7,1,2,0
#0069,Bonope,#0104,Nutera,7,2,1,0
#0117,Cethea,#0006,Sophus,7,3,0,0
#0070,Qunus,#0011,Wuwei v12.30,7,1,2,0
#0073,Vophus,#0004,Pecury,7,3,0,0
#0016,Purilia Mk XXXV,#0050,Dovis v46.22,7,3,0,0
#0046,Henerth Mk VIII,#0032,Later,7,0,3,0
#0101,Fabos,#0141,Quphus,7,2,1,0
#0008,Tepra,#0029,Nehiri,7,3,0,0
#0042,Potera,#0005,Cotania,7,3,0,0
#0045,Futer,#0051,Xaturn,7,3,0,0
#0102,Huyama,#0133,Felea,8,2,1,0
#0128,Xetune,#0147,Totera,8,2,1,0
#0031,Ianov,#0081,Wustea Mk LXXXVI,8,1,2,0
#0142,Nuthea,#0124,Fanov v33.40,8,0,3,0
#0074,Petania Mk LXXXVII,#0019,Iavis v40.72,8,2,1,0
#0028,Senus Mk XLIX,#0122,Wanope,8,0,3,0
#0148,Juter Mk LXVII,#0114,Negantu,8,0,3,0
#0113,Kunope,#0071,Secarro,8,3,0,0
#0110,Keclite,#0013,Tewei v11.69,8,1,2,0
#0136,Tuvis,#0035,Haruta Mk XLIX,8,1,2,0
#0085,Fupra,#0037,Decarro,8,2,1,0
#0087,Doyama Mk VII,#0120,Waria v41.6,8,3,0,0
#0048,Yayama,#0096,Funerth,8,0,3,0
#0103,Xotune v29.73,#0095,Rugawa,8,0,3,0
#0094,Monus,#0130,Doruta,8,1,2,0
#0119,Xunus Mk XII,#0055,Sulara v35.90,8,1,2,0
#0145,Yolia v39.2,#0107,Danov,8,1,2,0
#0063,Logawa,#0041,Toliv v6.73,8,2,1,0
#0105,Nalea v36.5,#0097,Foter,8,2,1,0
#0030,Yenus,#0083,Hunus v28.9,8,3,0,0
#0090,Gohiri,#0001,Gaphus,8,0,3,0
#0021,Selea,#0039,Cuvis,8,3,0,0
#0080,Fuwei,#0082,Qaturn,8,3,0,0
#0058,Guthea,#0146,Yonia,8,3,0,0
#0089,Lanus,#0027,Yutania,8,2,1,0
#0112,Matania,#0049,Ronus v28.11,8,2,1,0
#0061,Wuturn v18.96,#0100,Turilia v28.53,8,2,1,0
#0135,Durus v12.47,#0056,Wahiri Mk LXXIV,8,3,0,0
#0017,Wonus,#0066,Ferilia,8,3,0,0
#0143,Ronope Mk LXVIII,#0123,Fatera,8,0,3,0
#0091,Qalea,#0106,Jatania,8,1,2,0
#0040,Wuter Mk XVII,#0088,Julea,8,0,3,0
#0076,Qater,#0099,Vathea,8,0,3,0
#0053,Zostea,#0036,Tenia,8,2,1,0
#0077,Vucarro v33.11,#0137,Juzuno v16.41,8,1,2,0
#0079,Dutune,#0015,Honov,8,1,2,0
#0111,Herilia v14.82,#0025,Iapra,8,3,0,0
#0125,Soter v3.44,#0024,Wehines Mk L,8,3,0,0
#0132,Vetania,#0007,Nostea,8,1,2,0
#0078,Zuter,#0043,Dayama,8,0,3,0
#0129,Peter,#0020,Humia,8,2,1,0
#0117,Cethea,#0116,Soria,8,1,2,0
#0009,Relia v12.42,#0026,Jolea,8,1,2,0
#0018,Buwei,#0060,Tonides,8,1,2,0
#0126,Wanus v30.81,#0134,Tetune,8,0,3,0
#0059,Qewei,#0023,Manope Mk XXXVII,8,1,2,0
#0003,Tubos,#0062,Nanov,8,1,2,0
#0108,Getis,#0127,Quwei,8,0,3,0
#0069,Bonope,#0139,Konus Mk LVIII,8,1,2,0
#0144,Muhiri v31.23,#0034,Pucury v46.28,8,2,1,0
#0067,Rozuno,#0075,Jenides,8,1,2,0
#0044,Wunus,#0098,Suria Mk XCVII,8,1,2,0
#0138,Bowei,#0064,Zoclite,8,2,1,0
#0057,Ienov,#0033,Lacarro,8,3,0,0
#0002,Nonia,#0054,Halea v22.63,8,3,0,0
#0109,Ioliv,#0022,Yocarro Mk XLVII,8,1,2,0
#0118,Pucarro,#0014,Qewei Mk XCV,8,3,0,0
#0101,Fabos,#0084,Iuzuno,8,0,3,0
#0047,Futis,#0140,Jeliv,8,3,0,0
#0065,Huthea,#0072,Xulia,8,2,1,0
#0012,Yutera Mk LXXXIV,#0131,Iunus v35.24,8,0,3,0
#0011,Wuwei v12.30,#0086,Peturn,8,2,1,0
#0104,Nutera,#0052,Qustea,8,3,0,0
#0092,Yestea,#0115,Lethea Mk XCVII,8,2,1,0
#0032,Later,#0093,Megantu,8,2,1,0
#0073,Vophus,#0010,Xocury,8,2,1,0
#0008,Tepra,#0121,Sugantu,8,2,1,0
#0068,Fucury,#0042,Potera,8,1,2,0
#0016,Purilia Mk XXXV,#0038,Selia,8,2,1,0
#0004,Pecury,#0141,Quphus,8,1,2,0
#0006,Sophus,#0070,Qunus,8,1,2,0
#0029,Nehiri,#0045,Futer,8,3,0,0
#0046,Henerth Mk VIII,#0050,Dovis v46.22,8,2,1,0
#0005,Cotania,#0051,Xaturn,8,3,0,0
#0130,Doruta,#0142,Nuthea,9,2,1,0
#0128,Xetune,#0107,Danov,9,3,0,0
#0133,Felea,#0147,Totera,9,2,1,0
#0114,Negantu,#0095,Rugawa,9,2,1,0
#0102,Huyama,#0081,Wustea Mk LXXXVI,9,3,0,0
#0124,Fanov v33.40,#0122,Wanope,9,3,0,0
#0031,Ianov,#0087,Doyama Mk VII,9,2,1,0
#0074,Petania Mk LXXXVII,#0013,Tewei v11.69,9,1,2,0
#0130,Doruta,#0128,Xetune,10,2,1,0
#0133,Felea,#0114,Negantu,10,0,3,0
#0102,Huyama,#0124,Fanov v33.40,10,3,0,0
#0031,Ianov,#0013,Tewei v11.69,10,3,0,0
#0130,Doruta,#0114,Negantu,11,3,0,0
#0102,Huyama,#0031,Ianov,11,3,0,0
#0130,Doruta,#0102,Huyama,12,0,3,0
