uid,number,squadron,name,value,weapon,scanner,thruster,steering,chassis,startingHealth,health,damage,kills,diedAt,roundTime,width,height
BOQkA4,#0024,Squadron Wehines Mk L,Wehines Mk L,0.750,Arc Gun,SC800,T12,S15,C200,200,0,136,0,211.29,421,1024,1024
BOQkA4,#0024,Squadron Wehines Mk L,Konus,0.711,Arc Gun,SC600,T15,S15,C125,100,-2,120,3,364.24,421,1024,1024
BOQkA4,#0024,Squadron Wehines Mk L,Lalia,0.695,Arc Gun,SC300,T18,S15,C150,125,16,80,0,,421,1024,1024
BOQkA4,#0024,Squadron Wehines Mk L,Dohines,0.522,Fusion Cannon,SC400,T18,S10,C150,125,31,120,1,,421,1024,1024
BOQkA4,#0024,Squadron Wehines Mk L,Suzuno,0.467,Phase Rifle,SC400,T10,S8,C175,150,86,176,1,,421,1024,1024
BOQkA4,#0024,Squadron Wehines Mk L,Kaliv v24.47,0.406,Pulse Rifle,SC500,T15,S4,C175,150,42,63,1,,421,1024,1024
BOQkA4,#0024,Squadron Wehines Mk L,Wehines Mk L,0.750,Arc Gun,SC800,T12,S15,C200,200,79,152,2,,380,1024,1024
BOQkA4,#0024,Squadron Wehines Mk L,Konus,0.711,Arc Gun,SC600,T15,S15,C125,100,-5,41,0,159.20,380,1024,1024
BOQkA4,#0024,Squadron Wehines Mk L,Lalia,0.695,Arc Gun,SC300,T18,S15,C150,125,90,106,0,,380,1024,1024
BOQkA4,#0024,Squadron Wehines Mk L,Dohines,0.522,Fusion Cannon,SC400,T18,S10,C150,125,18,152,3,,380,1024,1024
BOQkA4,#0024,Squadron Wehines Mk L,Suzuno,0.467,Phase Rifle,SC400,T10,S8,C175,150,-2,160,1,293.59,380,1024,1024
BOQkA4,#0024,Squadron Wehines Mk L,Kaliv v24.47,0.406,Pulse Rifle,SC500,T15,S4,C175,150,-2,66,0,368.70,380,1024,1024
BOQkA4,#0024,Squadron Wehines Mk L,Wehines Mk L,0.750,Arc Gun,SC800,T12,S15,C200,200,-1,146,0,306.14,427,1024,1024
BOQkA4,#0024,Squadron Wehines Mk L,Konus,0.711,Arc Gun,SC600,T15,S15,C125,100,-1,38,0,162.55,427,1024,1024
BOQkA4,#0024,Squadron Wehines Mk L,Lalia,0.695,Arc Gun,SC300,T18,S15,C150,125,-7,68,0,361.21,427,1024,1024
BOQkA4,#0024,Squadron Wehines Mk L,Dohines,0.522,Fusion Cannon,SC400,T18,S10,C150,125,-10,120,0,263.62,427,1024,1024
BOQkA4,#0024,Squadron Wehines Mk L,Suzuno,0.467,Phase Rifle,SC400,T10,S8,C175,150,-3,272,4,426.57,427,1024,1024
BOQkA4,#0024,Squadron Wehines Mk L,Kaliv v24.47,0.406,Pulse Rifle,SC500,T15,S4,C175,150,-10,24,0,109.49,427,1024,1024
42NqYI,#0025,Squadron Iapra,Iapra,0.728,Plasma Cannon,SC500,T20,S15,C100,75,-4,50,0,138.53,315,1024,1024
42NqYI,#0025,Squadron Iapra,Feturn,0.689,Fusion Cannon,SC500,T12,S12,C200,200,152,192,1,,315,1024,1024
42NqYI,#0025,Squadron Iapra,Lalia Mk III,0.617,Arc Gun,SC500,T20,S6,C150,125,-7,109,2,310.43,315,1024,1024
42NqYI,#0025,Squadron Iapra,Rater,0.561,Plasma Cannon,SC500,T15,S4,C150,125,50,190,3,,315,1024,1024
42NqYI,#0025,Squadron Iapra,Zenia,0.500,Pulse Rifle,SC700,T15,S10,C100,75,-5,24,0,107.34,315,1024,1024
42NqYI,#0025,Squadron Iapra,Iunia,0.483,Arc Gun,SC600,T12,S10,C125,100,-2,157,0,183.86,315,1024,1024
42NqYI,#0025,Squadron Iapra,Iapra,0.728,Plasma Cannon,SC500,T20,S15,C100,75,31,130,2,,456,1024,1024
42NqYI,#0025,Squadron Iapra,Feturn,0.689,Fusion Cannon,SC500,T12,S12,C200,200,106,264,2,,456,1024,1024
42NqYI,#0025,Squadron Iapra,Lalia Mk III,0.617,Arc Gun,SC500,T20,S6,C150,125,0,37,1,326.95,456,1024,1024
42NqYI,#0025,Squadron Iapra,Rater,0.561,Plasma Cannon,SC500,T15,S4,C150,125,-1,120,0,183.30,456,1024,1024
42NqYI,#0025,Squadron Iapra,Zenia,0.500,Pulse Rifle,SC700,T15,S10,C100,75,0,42,0,124.21,456,1024,1024
42NqYI,#0025,Squadron Iapra,Iunia,0.483,Arc Gun,SC600,T12,S10,C125,100,-7,87,1,231.11,456,1024,1024
42NqYI,#0025,Squadron Iapra,Iapra,0.728,Plasma Cannon,SC500,T20,S15,C100,75,-1,30,0,52.19,361,1024,1024
42NqYI,#0025,Squadron Iapra,Feturn,0.689,Fusion Cannon,SC500,T12,S12,C200,200,-6,232,1,361.10,361,1024,1024
42NqYI,#0025,Squadron Iapra,Lalia Mk III,0.617,Arc Gun,SC500,T20,S6,C150,125,-6,47,0,191.61,361,1024,1024
42NqYI,#0025,Squadron Iapra,Rater,0.561,Plasma Cannon,SC500,T15,S4,C150,125,-9,130,0,239.69,361,1024,1024
42NqYI,#0025,Squadron Iapra,Zenia,0.500,Pulse Rifle,SC700,T15,S10,C100,75,-8,54,0,198.92,361,1024,1024
42NqYI,#0025,Squadron Iapra,Iunia,0.483,Arc Gun,SC600,T12,S10,C125,100,-1,47,0,146.40,361,1024,1024
Exmb4e,#0025,Squadron Iapra,Iapra,0.728,Plasma Cannon,SC500,T20,S15,C100,75,-8,30,0,61.95,415,1024,1024
Exmb4e,#0025,Squadron Iapra,Feturn,0.689,Fusion Cannon,SC500,T12,S12,C200,200,0,176,1,310.34,415,1024,1024
Exmb4e,#0025,Squadron Iapra,Lalia Mk III,0.617,Arc Gun,SC500,T20,S6,C150,125,-3,119,0,414.92,415,1024,1024
Exmb4e,#0025,Squadron Iapra,Rater,0.561,Plasma Cannon,SC500,T15,S4,C150,125,-2,170,2,302.37,415,1024,1024
Exmb4e,#0025,Squadron Iapra,Zenia,0.500,Pulse Rifle,SC700,T15,S10,C100,75,-6,27,0,87.51,415,1024,1024
Exmb4e,#0025,Squadron Iapra,Iunia,0.483,Arc Gun,SC600,T12,S10,C125,100,-8,68,0,175.67,415,1024,1024
XgECBY,#0025,Squadron Iapra,Iapra,0.728,Plasma Cannon,SC500,T20,S15,C100,75,-7,60,0,233.22,397,1024,1024
XgECBY,#0025,Squadron Iapra,Feturn,0.689,Fusion Cannon,SC500,T12,S12,C200,200,-11,104,0,207.08,397,1024,1024
XgECBY,#0025,Squadron Iapra,Lalia Mk III,0.617,Arc Gun,SC500,T20,S6,C150,125,-7,83,0,396.82,397,1024,1024
XgECBY,#0025,Squadron Iapra,Rater,0.561,Plasma Cannon,SC500,T15,S4,C150,125,0,170,0,300.06,397,1024,1024
XgECBY,#0025,Squadron Iapra,Zenia,0.500,Pulse Rifle,SC700,T15,S10,C100,75,0,27,0,76.88,397,1024,1024
XgECBY,#0025,Squadron Iapra,Iunia,0.483,Arc Gun,SC600,T12,S10,C125,100,-4,179,3,340.85,397,1024,1024
aCQSch,#0026,Squadron Jolea,Jolea,0.722,Plasma Cannon,SC800,T12,S8,C150,125,-6,80,0,99.80,456,1024,1024
aCQSch,#0026,Squadron Jolea,Gogawa v7.42,0.650,Fusion Cannon,SC500,T18,S15,C100,75,-2,88,0,187.92,456,1024,1024
aCQSch,#0026,Squadron Jolea,Qolea,0.633,Pulse Rifle,SC800,T12,S15,C100,75,-14,72,0,172.50,456,1024,1024
aCQSch,#0026,Squadron Jolea,Fucarro,0.622,Pulse Rifle,SC700,T18,S10,C125,100,-2,96,0,269.97,456,1024,1024
aCQSch,#0026,Squadron Jolea,Butis,0.600,Fusion Cannon,SC300,T10,S12,C200,200,44,224,5,,456,1024,1024
aCQSch,#0026,Squadron Jolea,Wunerth,0.439,Plasma Cannon,SC300,T12,S4,C125,100,-3,130,1,298.75,456,1024,1024
aCQSch,#0026,Squadron Jolea,Jolea,0.722,Plasma Cannon,SC800,T12,S8,C150,125,50,160,0,,249,1024,1024
aCQSch,#0026,Squadron Jolea,Gogawa v7.42,0.650,Fusion Cannon,SC500,T18,S15,C100,75,6,96,1,,249,1024,1024
aCQSch,#0026,Squadron Jolea,Qolea,0.633,Pulse Rifle,SC800,T12,S15,C100,75,-11,96,1,189.50,249,1024,1024
aCQSch,#0026,Squadron Jolea,Fucarro,0.622,Pulse Rifle,SC700,T18,S10,C125,100,21,87,1,,249,1024,1024
aCQSch,#0026,Squadron Jolea,Butis,0.600,Fusion Cannon,SC300,T10,S12,C200,200,86,152,2,,249,1024,1024
aCQSch,#0026,Squadron Jolea,Wunerth,0.439,Plasma Cannon,SC300,T12,S4,C125,100,52,80,1,,249,1024,1024
aCQSch,#0026,Squadron Jolea,Jolea,0.722,Plasma Cannon,SC800,T12,S8,C150,125,-6,150,1,256.09,292,1024,1024
aCQSch,#0026,Squadron Jolea,Gogawa v7.42,0.650,Fusion Cannon,SC500,T18,S15,C100,75,0,64,0,234.13,292,1024,1024
aCQSch,#0026,Squadron Jolea,Qolea,0.633,Pulse Rifle,SC800,T12,S15,C100,75,-1,39,0,122.70,292,1024,1024
aCQSch,#0026,Squadron Jolea,Fucarro,0.622,Pulse Rifle,SC700,T18,S10,C125,100,-11,57,1,147.76,292,1024,1024
aCQSch,#0026,Squadron Jolea,Butis,0.600,Fusion Cannon,SC300,T10,S12,C200,200,-2,152,0,291.87,292,1024,1024
aCQSch,#0026,Squadron Jolea,Wunerth,0.439,Plasma Cannon,SC300,T12,S4,C125,100,-4,90,0,212.89,292,1024,1024
ty9xyz,#0026,Squadron Jolea,Jolea,0.722,Plasma Cannon,SC800,T12,S8,C150,125,26,210,4,,354,1024,1024
ty9xyz,#0026,Squadron Jolea,Gogawa v7.42,0.650,Fusion Cannon,SC500,T18,S15,C100,75,-1,104,1,289.82,354,1024,1024
ty9xyz,#0026,Squadron Jolea,Qolea,0.633,Pulse Rifle,SC800,T12,S15,C100,75,-1,45,0,122.09,354,1024,1024
ty9xyz,#0026,Squadron Jolea,Fucarro,0.622,Pulse Rifle,SC700,T18,S10,C125,100,-1,45,0,156.93,354,1024,1024
ty9xyz,#0026,Squadron Jolea,Butis,0.600,Fusion Cannon,SC300,T10,S12,C200,200,99,200,1,,354,1024,1024
ty9xyz,#0026,Squadron Jolea,Wunerth,0.439,Plasma Cannon,SC300,T12,S4,C125,100,-12,100,0,129.16,354,1024,1024
ty9xyz,#0026,Squadron Jolea,Jolea,0.722,Plasma Cannon,SC800,T12,S8,C150,125,-2,130,0,198.37,361,1024,1024
ty9xyz,#0026,Squadron Jolea,Gogawa v7.42,0.650,Fusion Cannon,SC500,T18,S15,C100,75,-5,96,0,242.68,361,1024,1024
ty9xyz,#0026,Squadron Jolea,Qolea,0.633,Pulse Rifle,SC800,T12,S15,C100,75,-8,60,0,312.04,361,1024,1024
ty9xyz,#0026,Squadron Jolea,Fucarro,0.622,Pulse Rifle,SC700,T18,S10,C125,100,0,33,0,95.28,361,1024,1024
ty9xyz,#0026,Squadron Jolea,Butis,0.600,Fusion Cannon,SC300,T10,S12,C200,200,-12,184,1,361.43,361,1024,1024
ty9xyz,#0026,Squadron Jolea,Wunerth,0.439,Plasma Cannon,SC300,T12,S4,C125,100,0,110,2,261.83,361,1024,1024
NUzWwL,#0026,Squadron Jolea,Jolea,0.722,Plasma Cannon,SC800,T12,S8,C150,125,0,120,0,193.35,333,1024,1024
NUzWwL,#0026,Squadron Jolea,Gogawa v7.42,0.650,Fusion Cannon,SC500,T18,S15,C100,75,0,72,0,150.89,333,1024,1024
NUzWwL,#0026,Squadron Jolea,Qolea,0.633,Pulse Rifle,SC800,T12,S15,C100,75,-4,45,0,134.45,333,1024,1024
NUzWwL,#0026,Squadron Jolea,Fucarro,0.622,Pulse Rifle,SC700,T18,S10,C125,100,-7,117,2,332.92,333,1024,1024
NUzWwL,#0026,Squadron Jolea,Butis,0.600,Fusion Cannon,SC300,T10,S12,C200,200,-5,144,1,140.04,333,1024,1024
NUzWwL,#0026,Squadron Jolea,Wunerth,0.439,Plasma Cannon,SC300,T12,S4,C125,100,-3,80,0,284.74,333,1024,1024
Xhpmc3,#0027,Squadron Yutania,Yutania,0.667,Fusion Cannon,SC600,T15,S12,C200,200,-6,128,0,242.82,334,1024,1024
Xhpmc3,#0027,Squadron Yutania,Yolara,0.655,Plasma Cannon,SC500,T10,S12,C125,100,-7,190,1,334.37,334,1024,1024
Xhpmc3,#0027,Squadron Yutania,Xetis Mk LXII,0.639,Arc Gun,SC600,T20,S10,C125,100,-5,46,0,264.56,334,1024,1024
Xhpmc3,#0027,Squadron Yutania,Vestea Mk XXXII,0.628,Plasma Cannon,SC400,T10,S15,C125,100,-4,40,1,124.79,334,1024,1024
Xhpmc3,#0027,Squadron Yutania,Betera,0.511,Fusion Cannon,SC400,T15,S10,C125,100,-7,48,0,180.11,334,1024,1024
Xhpmc3,#0027,Squadron Yutania,Zecury Mk LIV,0.461,Plasma Cannon,SC500,T10,S4,C125,100,-1,40,0,58.05,334,1024,1024
sLAO3m,#0027,Squadron Yutania,Yutania,0.667,Fusion Cannon,SC600,T15,S12,C200,200,170,80,0,,219,1024,1024
sLAO3m,#0027,Squadron Yutania,Yolara,0.655,Plasma Cannon,SC500,T10,S12,C125,100,-7,130,0,167.13,219,1024,1024
sLAO3m,#0027,Squadron Yutania,Xetis Mk LXII,0.639,Arc Gun,SC600,T20,S10,C125,100,62,107,1,,219,1024,1024
sLAO3m,#0027,Squadron Yutania,Vestea Mk XXXII,0.628,Plasma Cannon,SC400,T10,S15,C125,100,49,90,1,,219,1024,1024
sLAO3m,#0027,Squadron Yutania,Betera,0.511,Fusion Cannon,SC400,T15,S10,C125,100,12,96,1,,219,1024,1024
sLAO3m,#0027,Squadron Yutania,Zecury Mk LIV,0.461,Plasma Cannon,SC500,T10,S4,C125,100,4,210,3,,219,1024,1024
sLAO3m,#0027,Squadron Yutania,Yutania,0.667,Fusion Cannon,SC600,T15,S12,C200,200,84,184,2,,338,1024,1024
sLAO3m,#0027,Squadron Yutania,Yolara,0.655,Plasma Cannon,SC500,T10,S12,C125,100,16,150,2,,338,1024,1024
sLAO3m,#0027,Squadron Yutania,Xetis Mk LXII,0.639,Arc Gun,SC600,T20,S10,C125,100,20,76,0,,338,1024,1024
sLAO3m,#0027,Squadron Yutania,Vestea Mk XXXII,0.628,Plasma Cannon,SC400,T10,S15,C125,100,-8,100,0,180.07,338,1024,1024
sLAO3m,#0027,Squadron Yutania,Betera,0.511,Fusion Cannon,SC400,T15,S10,C125,100,21,112,2,,338,1024,1024
sLAO3m,#0027,Squadron Yutania,Zecury Mk LIV,0.461,Plasma Cannon,SC500,T10,S4,C125,100,-8,50,0,71.45,338,1024,1024
sLAO3m,#0027,Squadron Yutania,Yutania,0.667,Fusion Cannon,SC600,T15,S12,C200,200,26,80,2,,228,1024,1024
sLAO3m,#0027,Squadron Yutania,Yolara,0.655,Plasma Cannon,SC500,T10,S12,C125,100,78,170,0,,228,1024,1024
sLAO3m,#0027,Squadron Yutania,Xetis Mk LXII,0.639,Arc Gun,SC600,T20,S10,C125,100,32,98,0,,228,1024,1024
sLAO3m,#0027,Squadron Yutania,Vestea Mk XXXII,0.628,Plasma Cannon,SC400,T10,S15,C125,100,58,140,2,,228,1024,1024
sLAO3m,#0027,Squadron Yutania,Betera,0.511,Fusion Cannon,SC400,T15,S10,C125,100,59,64,0,,228,1024,1024
sLAO3m,#0027,Squadron Yutania,Zecury Mk LIV,0.461,Plasma Cannon,SC500,T10,S4,C125,100,36,130,2,,228,1024,1024
sLAO3m,#0027,Squadron Yutania,Yutania,0.667,Fusion Cannon,SC600,T15,S12,C200,200,17,224,3,,588,1024,1024
sLAO3m,#0027,Squadron Yutania,Yolara,0.655,Plasma Cannon,SC500,T10,S12,C125,100,0,200,2,336.85,588,1024,1024
sLAO3m,#0027,Squadron Yutania,Xetis Mk LXII,0.639,Arc Gun,SC600,T20,S10,C125,100,-8,49,0,216.67,588,1024,1024
sLAO3m,#0027,Squadron Yutania,Vestea Mk XXXII,0.628,Plasma Cannon,SC400,T10,S15,C125,100,-1,60,0,76.64,588,1024,1024
sLAO3m,#0027,Squadron Yutania,Betera,0.511,Fusion Cannon,SC400,T15,S10,C125,100,-7,152,0,584.05,588,1024,1024
sLAO3m,#0027,Squadron Yutania,Zecury Mk LIV,0.461,Plasma Cannon,SC500,T10,S4,C125,100,-2,170,1,263.00,588,1024,1024
sLAO3m,#0027,Squadron Yutania,Yutania,0.667,Fusion Cannon,SC600,T15,S12,C200,200,165,72,0,,321,1024,1024
sLAO3m,#0027,Squadron Yutania,Yolara,0.655,Plasma Cannon,SC500,T10,S12,C125,100,52,160,3,,321,1024,1024
sLAO3m,#0027,Squadron Yutania,Xetis Mk LXII,0.639,Arc Gun,SC600,T20,S10,C125,100,-12,32,0,59.25,321,1024,1024
sLAO3m,#0027,Squadron Yutania,Vestea Mk XXXII,0.628,Plasma Cannon,SC400,T10,S15,C125,100,-2,80,0,184.33,321,1024,1024
sLAO3m,#0027,Squadron Yutania,Betera,0.511,Fusion Cannon,SC400,T15,S10,C125,100,-2,120,1,308.18,321,1024,1024
sLAO3m,#0027,Squadron Yutania,Zecury Mk LIV,0.461,Plasma Cannon,SC500,T10,S4,C125,100,89,110,2,,321,1024,1024
sLAO3m,#0027,Squadron Yutania,Yutania,0.667,Fusion Cannon,SC600,T15,S12,C200,200,180,56,0,,314,1024,1024
sLAO3m,#0027,Squadron Yutania,Yolara,0.655,Plasma Cannon,SC500,T10,S12,C125,100,0,130,0,153.66,314,1024,1024
sLAO3m,#0027,Squadron Yutania,Xetis Mk LXII,0.639,Arc Gun,SC600,T20,S10,C125,100,38,40,1,,314,1024,1024
sLAO3m,#0027,Squadron Yutania,Vestea Mk XXXII,0.628,Plasma Cannon,SC400,T10,S15,C125,100,26,230,3,,314,1024,1024
sLAO3m,#0027,Squadron Yutania,Betera,0.511,Fusion Cannon,SC400,T15,S10,C125,100,-5,136,2,254.45,314,1024,1024
sLAO3m,#0027,Squadron Yutania,Zecury Mk LIV,0.461,Plasma Cannon,SC500,T10,S4,C125,100,-8,120,0,155.54,314,1024,1024
sLAO3m,#0027,Squadron Yutania,Yutania,0.667,Fusion Cannon,SC600,T15,S12,C200,200,-2,120,0,365.37,365,1024,1024
sLAO3m,#0027,Squadron Yutania,Yolara,0.655,Plasma Cannon,SC500,T10,S12,C125,100,-2,150,1,270.99,365,1024,1024
sLAO3m,#0027,Squadron Yutania,Xetis Mk LXII,0.639,Arc Gun,SC600,T20,S10,C125,100,-8,25,0,224.87,365,1024,1024
sLAO3m,#0027,Squadron Yutania,Vestea Mk XXXII,0.628,Plasma Cannon,SC400,T10,S15,C125,100,-5,140,2,303.11,365,1024,1024
sLAO3m,#0027,Squadron Yutania,Betera,0.511,Fusion Cannon,SC400,T15,S10,C125,100,-1,56,0,85.79,365,1024,1024
sLAO3m,#0027,Squadron Yutania,Zecury Mk LIV,0.461,Plasma Cannon,SC500,T10,S4,C125,100,-6,50,0,116.07,365,1024,1024
v7Szin,#0027,Squadron Yutania,Yutania,0.667,Fusion Cannon,SC600,T15,S12,C200,200,24,104,2,,456,1024,1024
v7Szin,#0027,Squadron Yutania,Yolara,0.655,Plasma Cannon,SC500,T10,S12,C125,100,86,200,3,,456,1024,1024
v7Szin,#0027,Squadron Yutania,Xetis Mk LXII,0.639,Arc Gun,SC600,T20,S10,C125,100,-1,46,0,186.21,456,1024,1024
v7Szin,#0027,Squadron Yutania,Vestea Mk XXXII,0.628,Plasma Cannon,SC400,T10,S15,C125,100,-10,120,0,207.59,456,1024,1024
v7Szin,#0027,Squadron Yutania,Betera,0.511,Fusion Cannon,SC400,T15,S10,C125,100,41,80,0,,456,1024,1024
v7Szin,#0027,Squadron Yutania,Zecury Mk LIV,0.461,Plasma Cannon,SC500,T10,S4,C125,100,-7,150,1,258.99,456,1024,1024
v7Szin,#0027,Squadron Yutania,Yutania,0.667,Fusion Cannon,SC600,T15,S12,C200,200,87,104,1,,248,1024,1024
v7Szin,#0027,Squadron Yutania,Yolara,0.655,Plasma Cannon,SC500,T10,S12,C125,100,0,170,2,235.34,248,1024,1024
v7Szin,#0027,Squadron Yutania,Xetis Mk LXII,0.639,Arc Gun,SC600,T20,S10,C125,100,-5,79,0,176.04,248,1024,1024
v7Szin,#0027,Squadron Yutania,Vestea Mk XXXII,0.628,Plasma Cannon,SC400,T10,S15,C125,100,23,100,1,,248,1024,1024
v7Szin,#0027,Squadron Yutania,Betera,0.511,Fusion Cannon,SC400,T15,S10,C125,100,-9,56,0,148.88,248,1024,1024
v7Szin,#0027,Squadron Yutania,Zecury Mk LIV,0.461,Plasma Cannon,SC500,T10,S4,C125,100,56,180,2,,248,1024,1024
v7Szin,#0027,Squadron Yutania,Yutania,0.667,Fusion Cannon,SC600,T15,S12,C200,200,57,120,2,,556,1024,1024
v7Szin,#0027,Squadron Yutania,Yolara,0.655,Plasma Cannon,SC500,T10,S12,C125,100,0,270,2,298.87,556,1024,1024
v7Szin,#0027,Squadron Yutania,Xetis Mk LXII,0.639,Arc Gun,SC600,T20,S10,C125,100,-1,62,0,204.66,556,1024,1024
v7Szin,#0027,Squadron Yutania,Vestea Mk XXXII,0.628,Plasma Cannon,SC400,T10,S15,C125,100,18,140,1,,556,1024,1024
v7Szin,#0027,Squadron Yutania,Betera,0.511,Fusion Cannon,SC400,T15,S10,C125,100,-6,64,1,158.51,556,1024,1024
v7Szin,#0027,Squadron Yutania,Zecury Mk LIV,0.461,Plasma Cannon,SC500,T10,S4,C125,100,-5,50,0,74.04,556,1024,1024
v7Szin,#0027,Squadron Yutania,Yutania,0.667,Fusion Cannon,SC600,T15,S12,C200,200,-6,208,1,480.81,493,1024,1024
v7Szin,#0027,Squadron Yutania,Yolara,0.655,Plasma Cannon,SC500,T10,S12,C125,100,76,80,0,,493,1024,1024
v7Szin,#0027,Squadron Yutania,Xetis Mk LXII,0.639,Arc Gun,SC600,T20,S10,C125,100,-1,89,1,460.78,493,1024,1024
v7Szin,#0027,Squadron Yutania,Vestea Mk XXXII,0.628,Plasma Cannon,SC400,T10,S15,C125,100,-7,90,0,269.84,493,1024,1024
v7Szin,#0027,Squadron Yutania,Betera,0.511,Fusion Cannon,SC400,T15,S10,C125,100,15,112,3,,493,1024,1024
v7Szin,#0027,Squadron Yutania,Zecury Mk LIV,0.461,Plasma Cannon,SC500,T10,S4,C125,100,-4,260,1,443.93,493,1024,1024
v7Szin,#0027,Squadron Yutania,Yutania,0.667,Fusion Cannon,SC600,T15,S12,C200,200,136,64,0,,239,1024,1024
v7Szin,#0027,Squadron Yutania,Yolara,0.655,Plasma Cannon,SC500,T10,S12,C125,100,17,160,2,,239,1024,1024
v7Szin,#0027,Squadron Yutania,Xetis Mk LXII,0.639,Arc Gun,SC600,T20,S10,C125,100,-2,92,1,172.58,239,1024,1024
v7Szin,#0027,Squadron Yutania,Vestea Mk XXXII,0.628,Plasma Cannon,SC400,T10,S15,C125,100,79,50,0,,239,1024,1024
v7Szin,#0027,Squadron Yutania,Betera,0.511,Fusion Cannon,SC400,T15,S10,C125,100,43,104,2,,239,1024,1024
v7Szin,#0027,Squadron Yutania,Zecury Mk LIV,0.461,Plasma Cannon,SC500,T10,S4,C125,100,28,100,1,,239,1024,1024
v7Szin,#0027,Squadron Yutania,Yutania,0.667,Fusion Cannon,SC600,T15,S12,C200,200,60,152,0,,372,1024,1024
v7Szin,#0027,Squadron Yutania,Yolara,0.655,Plasma Cannon,SC500,T10,S12,C125,100,15,150,2,,372,1024,1024
v7Szin,#0027,Squadron Yutania,Xetis Mk LXII,0.639,Arc Gun,SC600,T20,S10,C125,100,-6,41,0,93.94,372,1024,1024
v7Szin,#0027,Squadron Yutania,Vestea Mk XXXII,0.628,Plasma Cannon,SC400,T10,S15,C125,100,-8,90,0,197.25,372,1024,1024
v7Szin,#0027,Squadron Yutania,Betera,0.511,Fusion Cannon,SC400,T15,S10,C125,100,8,104,2,,372,1024,1024
v7Szin,#0027,Squadron Yutania,Zecury Mk LIV,0.461,Plasma Cannon,SC500,T10,S4,C125,100,-7,190,2,315.22,372,1024,1024
v7Szin,#0027,Squadron Yutania,Yutania,0.667,Fusion Cannon,SC600,T15,S12,C200,200,61,136,1,,371,1024,1024
v7Szin,#0027,Squadron Yutania,Yolara,0.655,Plasma Cannon,SC500,T10,S12,C125,100,13,200,0,,371,1024,1024
v7Szin,#0027,Squadron Yutania,Xetis Mk LXII,0.639,Arc Gun,SC600,T20,S10,C125,100,17,103,1,,371,1024,1024
v7Szin,#0027,Squadron Yutania,Vestea Mk XXXII,0.628,Plasma Cannon,SC400,T10,S15,C125,100,11,110,1,,371,1024,1024
v7Szin,#0027,Squadron Yutania,Betera,0.511,Fusion Cannon,SC400,T15,S10,C125,100,59,56,0,,371,1024,1024
v7Szin,#0027,Squadron Yutania,Zecury Mk LIV,0.461,Plasma Cannon,SC500,T10,S4,C125,100,53,120,3,,371,1024,1024
v7Szin,#0027,Squadron Yutania,Yutania,0.667,Fusion Cannon,SC600,T15,S12,C200,200,0,176,0,204.94,231,1024,1024
v7Szin,#0027,Squadron Yutania,Yolara,0.655,Plasma Cannon,SC500,T10,S12,C125,100,-4,60,0,80.58,231,1024,1024
v7Szin,#0027,Squadron Yutania,Xetis Mk LXII,0.639,Arc Gun,SC600,T20,S10,C125,100,0,108,1,229.03,231,1024,1024
v7Szin,#0027,Squadron Yutania,Vestea Mk XXXII,0.628,Plasma Cannon,SC400,T10,S15,C125,100,41,80,2,,231,1024,1024
v7Szin,#0027,Squadron Yutania,Betera,0.511,Fusion Cannon,SC400,T15,S10,C125,100,42,88,1,,231,1024,1024
v7Szin,#0027,Squadron Yutania,Zecury Mk LIV,0.461,Plasma Cannon,SC500,T10,S4,C125,100,52,190,2,,231,1024,1024
v7Szin,#0027,Squadron Yutania,Yutania,0.667,Fusion Cannon,SC600,T15,S12,C200,200,28,144,3,,353,1024,1024
v7Szin,#0027,Squadron Yutania,Yolara,0.655,Plasma Cannon,SC500,T10,S12,C125,100,0,260,2,245.54,353,1024,1024
v7Szin,#0027,Squadron Yutania,Xetis Mk LXII,0.639,Arc Gun,SC600,T20,S10,C125,100,-1,91,1,215.34,353,1024,1024
v7Szin,#0027,Squadron Yutania,Vestea Mk XXXII,0.628,Plasma Cannon,SC400,T10,S15,C125,100,33,100,0,,353,1024,1024
v7Szin,#0027,Squadron Yutania,Betera,0.511,Fusion Cannon,SC400,T15,S10,C125,100,-6,64,0,156.57,353,1024,1024
v7Szin,#0027,Squadron Yutania,Zecury Mk LIV,0.461,Plasma Cannon,SC500,T10,S4,C125,100,-10,80,0,154.14,353,1024,1024
v7Szin,#0027,Squadron Yutania,Yutania,0.667,Fusion Cannon,SC600,T15,S12,C200,200,113,120,2,,278,1024,1024
v7Szin,#0027,Squadron Yutania,Yolara,0.655,Plasma Cannon,SC500,T10,S12,C125,100,13,240,3,,278,1024,1024
v7Szin,#0027,Squadron Yutania,Xetis Mk LXII,0.639,Arc Gun,SC600,T20,S10,C125,100,43,72,0,,278,1024,1024
v7Szin,#0027,Squadron Yutania,Vestea Mk XXXII,0.628,Plasma Cannon,SC400,T10,S15,C125,100,0,110,1,238.37,278,1024,1024
v7Szin,#0027,Squadron Yutania,Betera,0.511,Fusion Cannon,SC400,T15,S10,C125,100,-6,112,0,195.38,278,1024,1024
v7Szin,#0027,Squadron Yutania,Zecury Mk LIV,0.461,Plasma Cannon,SC500,T10,S4,C125,100,-9,120,0,194.23,278,1024,1024
v7Szin,#0027,Squadron Yutania,Yutania,0.667,Fusion Cannon,SC600,T15,S12,C200,200,-5,192,1,356.39,356,1024,1024
