uid,number,squadron,highScore,rank,width,height
FpR5VK,#0010,Squadron Xocury,29300,1,1240,720
JNIzph,#0010,Squadron Xocury,23800,0,1240,720
fczmzg,#0010,Squadron Xocury,43400,1,1240,720
ZZB43W,#0010,Squadron Xocury,0,0,1240,720
SQ2oNS,#0011,Squadron Wuwei v12.30,33500,1,1240,720
palRgU,#0011,Squadron Wuwei v12.30,4300,0,1240,720
1SlSoD,#0011,Squadron Wuwei v12.30,37300,1,1240,720
H1GEfL,#0011,Squadron Wuwei v12.30,13000,0,1240,720
NcJsfq,#0011,Squadron Wuwei v12.30,16300,0,1240,720
T2Pk3i,#0012,Squadron Yutera Mk LXXXIV,9000,0,1240,720
9qH6GY,#0012,Squadron Yutera Mk LXXXIV,8500,0,1240,720
hH7Z8l,#0012,Squadron Yutera Mk LXXXIV,70900,2,1240,720
LAIAA1,#0012,Squadron Yutera Mk LXXXIV,53500,1,1240,720
lLsPJj,#0012,Squadron Yutera Mk LXXXIV,13500,0,1240,720
LItT7V,#0013,Squadron Tewei v11.69,953000,29,1240,720
rFfE3X,#0013,Squadron Tewei v11.69,103900,3,1240,720
Ff4GvU,#0013,Squadron Tewei v11.69,873700,27,1240,720
R2bxj3,#0013,Squadron Tewei v11.69,383300,12,1240,720
epByK5,#0013,Squadron Tewei v11.69,637900,20,1240,720
Bb6aUk,#0014,Squadron Qewei Mk XCV,10300,0,1240,720
Adk2Fl,#0014,Squadron Qewei Mk XCV,9100,0,1240,720
plF5Kc,#0014,Squadron Qewei Mk XCV,9300,0,1240,720
B6PsAf,#0014,Squadron Qewei Mk XCV,13300,0,1240,720
PDpPzU,#0014,Squadron Qewei Mk XCV,4800,0,1240,720
Kn9bC9,#0015,Squadron Honov,54200,1,1240,720
yx7Rk4,#0015,Squadron Honov,228300,7,1240,720
7rTsj0,#0015,Squadron Honov,55200,1,1240,720
FOExS7,#0015,Squadron Honov,77500,2,1240,720
4aRGCP,#0015,Squadron Honov,79100,2,1240,720
er3H9b,#0016,Squadron Purilia Mk XXXV,18500,0,1240,720
rZwsps,#0016,Squadron Purilia Mk XXXV,4800,0,1240,720
e13A4e,#0016,Squadron Purilia Mk XXXV,0,0,1240,720
wYJWng,#0016,Squadron Purilia Mk XXXV,14300,0,1240,720
m8VXc8,#0016,Squadron Purilia Mk XXXV,9100,0,1240,720
tGNfeO,#0017,Squadron Wonus,317800,10,1240,720
lalY0h,#0017,Squadron Wonus,398000,12,1240,720
i0IKfA,#0017,Squadron Wonus,234900,7,1240,720
t0F4ob,#0017,Squadron Wonus,203000,6,1240,720
uVOrqC,#0017,Squadron Wonus,372000,12,1240,720
mcHcSk,#0018,Squadron Buwei,93400,3,1240,720
tvAYFv,#0018,Squadron Buwei,65300,2,1240,720
rGUg0O,#0018,Squadron Buwei,103200,3,1240,720
rkVdQJ,#0018,Squadron Buwei,99800,3,1240,720
uyLI5M,#0018,Squadron Buwei,112900,3,1240,720
mrEbl2,#0019,Squadron Iavis v40.72,615500,19,1240,720
P4urEO,#0019,Squadron Iavis v40.72,604100,19,1240,720
vL8gFe,#0019,Squadron Iavis v40.72,392200,12,1240,720
9tz16Y,#0019,Squadron Iavis v40.72,654800,20,1240,720
ixx457,#0019,Squadron Iavis v40.72,670700,21,1240,720
OUpdsu,#0020,Squadron Humia,102100,3,1240,720
LQHfW5,#0020,Squadron Humia,13600,0,1240,720
4Mi4ux,#0020,Squadron Humia,102100,3,1240,720
UcdIeL,#0020,Squadron Humia,14500,0,1240,720
Pr07uX,#0020,Squadron Humia,114100,3,1240,720
uUURfc,#0021,Squadron Selea,18500,0,1240,720
u7lumP,#0021,Squadron Selea,298700,9,1240,720
caeRKS,#0021,Squadron Selea,324600,10,1240,720
Y5ookD,#0021,Squadron Selea,255200,8,1240,720
NeOeby,#0021,Squadron Selea,420400,13,1240,720
Ti49eN,#0022,Squadron Yocarro Mk XLVII,113000,3,1240,720
K2GSNR,#0022,Squadron Yocarro Mk XLVII,233200,7,1240,720
T44gte,#0022,Squadron Yocarro Mk XLVII,302900,9,1240,720
YdSSML,#0022,Squadron Yocarro Mk XLVII,9000,0,1240,720
HgZmuZ,#0022,Squadron Yocarro Mk XLVII,299300,9,1240,720
eRlVPv,#0023,Squadron Manope Mk XXXVII,9100,0,1240,720
E5551w,#0023,Squadron Manope Mk XXXVII,72000,2,1240,720
OlKHwt,#0023,Squadron Manope Mk XXXVII,9000,0,1240,720
OaXDu0,#0023,Squadron Manope Mk XXXVII,14600,0,1240,720
GLgGD5,#0023,Squadron Manope Mk XXXVII,98500,3,1240,720
iV0BjI,#0024,Squadron Wehines Mk L,167000,5,1240,720
tRAeV7,#0024,Squadron Wehines Mk L,15300,0,1240,720
3y6Jyr,#0024,Squadron Wehines Mk L,175500,5,1240,720
2vbqNf,#0024,Squadron Wehines Mk L,9000,0,1240,720
xPFt2Z,#0024,Squadron Wehines Mk L,177500,5,1240,720
FQVNwa,#0025,Squadron Iapra,76000,2,1240,720
IZNTdV,#0025,Squadron Iapra,69300,2,1240,720
6ZQ66L,#0025,Squadron Iapra,93400,3,1240,720
cnppsl,#0025,Squadron Iapra,9100,0,1240,720
asInai,#0025,Squadron Iapra,283200,9,1240,720
7fDLyh,#0026,Squadron Jolea,9100,0,1240,720
GfsYOH,#0026,Squadron Jolea,47600,1,1240,720
31fzSI,#0026,Squadron Jolea,132800,4,1240,720
sP9uiz,#0026,Squadron Jolea,64400,2,1240,720
QlZo3V,#0026,Squadron Jolea,165000,5,1240,720
7OigH1,#0027,Squadron Yutania,23300,0,1240,720
fXeFQn,#0027,Squadron Yutania,354700,11,1240,720
QplEbG,#0027,Squadron Yutania,298700,9,1240,720
PcgszU,#0027,Squadron Yutania,113000,3,1240,720
9mXipJ,#0027,Squadron Yutania,292000,9,1240,720
LiTfys,#0028,Squadron Senus Mk XLIX,82600,2,1240,720
eeI9Cd,#0028,Squadron Senus Mk XLIX,97500,3,1240,720
IFP8GE,#0028,Squadron Senus Mk XLIX,293800,9,1240,720
LQI1Wz,#0028,Squadron Senus Mk XLIX,614300,19,1240,720
KCy9VT,#0028,Squadron Senus Mk XLIX,165000,5,1240,720
