playerOneNumber,playerOne,playerTwoNumber,playerTwo,round,playerOneWins,playerTwoWins,draws
#0010,Xocury,#0046,Henerth Mk VIII,7,1,2,0
#0086,Peturn,#0023,Manope Mk XXXVII,7,1,2,0
#0005,Cotania,#0012,Yutera Mk LXXXIV,7,2,1,0
#0072,Xulia,#0101,Fabos,7,0,3,0
#0054,Halea v22.63,#0126,Wanus v30.81,7,3,0,0
#0014,Qewei Mk XCV,#0040,Wuter Mk XVII,7,0,3,0
#0026,Jolea,#0042,Potera,7,2,1,0
#0067,Rozuno,#0129,Peter,7,1,2,0
#0009,Relia v12.42,#0069,Bonope,7,0,3,0
#0032,Later,#0093,Megantu,7,3,0,0
#0070,Qunus,#0131,Iunus v35.24,7,1,2,0
#0060,Tonides,#0097,Foter,7,0,3,0
#0011,Wuwei v12.30,#0121,Sugantu,7,2,1,0
#0050,Dovis v46.22,#0084,Iuzuno,7,1,2,0
#0045,Futer,#0141,Quphus,7,1,2,0
#0073,Vophus,#0068,Fucury,7,2,1,0
#0051,Xaturn,#0092,Yestea,7,0,3,0
#0004,Pecury,Bye,Bye,7,2,0,0
#0102,Huyama,#0130,Doruta,8,1,2,0
#0124,Fanov v33.40,#0128,Xetune,8,3,0,0
#0133,Felea,#0074,Petania Mk LXXXVII,8,1,2,0
#0114,Negantu,#0122,Wanope,8,1,2,0
#0119,Xunus Mk XII,#0103,Xotune v29.73,8,3,0,0
#0019,Iavis v40.72,#0063,Logawa,8,3,0,0
#0017,Wonus,#0088,Julea,8,3,0,0
#0013,Tewei v11.69,#0081,Wustea Mk LXXXVI,8,2,1,0
#0031,Ianov,#0087,Doyama Mk VII,8,1,2,0
#0120,Waria v41.6,#0076,Qater,8,2,1,0
#0037,Decarro,#0095,Rugawa,8,0,3,0
#0085,Fupra,#0053,Zostea,8,1,2,0
#0015,Honov,#0055,Sulara v35.90,8,0,3,0
#0136,Tuvis,#0100,Turilia v28.53,8,3,0,0
#0001,Gaphus,#0035,Haruta Mk XLIX,8,2,1,0
#0096,Funerth,#0110,Keclite,8,1,2,0
#0079,Dutune,#0078,Zuter,8,3,0,0
#0064,Zoclite,#0112,Matania,8,1,2,0
#0043,Dayama,#0137,Juzuno v16.41,8,0,3,0
#0036,Tenia,#0116,Soria,8,1,2,0
#0118,Pucarro,#0083,Hunus v28.9,8,1,2,0
#0080,Fuwei,#0071,Secarro,8,2,1,0
#0105,Nalea v36.5,#0117,Cethea,8,3,0,0
#0057,Ienov,#0106,Jatania,8,2,1,0
#0109,Ioliv,#0090,Gohiri,8,0,3,0
#0134,Tetune,#0123,Fatera,8,1,2,0
#0056,Wahiri Mk LXXIV,#0082,Qaturn,8,1,2,0
#0027,Yutania,#0099,Vathea,8,2,1,0
#0024,Wehines Mk L,#0108,Getis,8,1,2,0
#0077,Vucarro v33.11,#0089,Lanus,8,0,3,0
#0048,Yayama,#0021,Selea,8,2,1,0
#0091,Qalea,#0062,Nanov,8,2,1,0
#0030,Yenus,#0094,Monus,8,2,1,0
#0111,Herilia v14.82,#0034,Pucury v46.28,8,2,1,0
#0018,Buwei,#0058,Guthea,8,0,3,0
#0066,Ferilia,#0023,Manope Mk XXXVII,8,2,1,0
#0044,Wunus,#0132,Vetania,8,2,1,0
#0033,Lacarro,#0020,Humia,8,0,3,0
#0061,Wuturn v18.96,#0049,Ronus v28.11,8,1,2,0
#0125,Soter v3.44,#0028,Senus Mk XLIX,8,1,2,0
#0040,Wuter Mk XVII,#0138,Bowei,8,0,3,0
#0054,Halea v22.63,#0047,Futis,8,2,1,0
#0003,Tubos,#0005,Cotania,8,2,1,0
#0101,Fabos,#0107,Danov,8,0,3,0
#0046,Henerth Mk VIII,#0127,Quwei,8,0,3,0
#0059,Qewei,#0115,Lethea Mk XCVII,8,2,1,0
#0098,Suria Mk XCVII,#0022,Yocarro Mk XLVII,8,1,2,0
#0069,Bonope,#0065,Huthea,8,1,2,0
#0129,Peter,#0008,Tepra,8,2,1,0
#0113,Kunope,#0039,Cuvis,8,3,0,0
#0025,Iapra,#0007,Nostea,8,1,2,0
#0135,Durus v12.47,#0032,Later,8,2,1,0
#0026,Jolea,#0075,Jenides,8,0,3,0
#0006,Sophus,#0002,Nonia,8,2,1,0
#0029,Nehiri,#0072,Xulia,8,0,3,0
#0093,Megantu,#0041,Toliv v6.73,8,0,3,0
#0052,Qustea,#0070,Qunus,8,1,2,0
#0016,Purilia Mk XXXV,#0042,Potera,8,3,0,0
#0038,Selia,#0097,Foter,8,0,3,0
#0104,Nutera,#0067,Rozuno,8,0,3,0
#0010,Xocury,#0139,Konus Mk LVIII,8,2,1,0
#0073,Vophus,#0126,Wanus v30.81,8,1,2,0
#0012,Yutera Mk LXXXIV,#0011,Wuwei v12.30,8,2,1,0
#0131,Iunus v35.24,#0141,Quphus,8,1,2,0
#0014,Qewei Mk XCV,#0084,Iuzuno,8,2,1,0
#0009,Relia v12.42,#0140,Jeliv,8,3,0,0
#0086,Peturn,#0004,Pecury,8,2,1,0
#0121,Sugantu,#0068,Fucury,8,0,3,0
#0051,Xaturn,#0050,Dovis v46.22,8,0,3,0
#0092,Yestea,#0045,Futer,8,3,0,0
#0060,Tonides,Bye,Bye,8,2,0,0
#0122,Wanope,#0128,Xetune,9,1,2,0
#0130,Doruta,#0017,Wonus,9,3,0,0
#0013,Tewei v11.69,#0055,Sulara v35.90,9,0,3,0
#0095,Rugawa,#0087,Doyama Mk VII,9,3,0,0
#0053,Zostea,#0124,Fanov v33.40,9,0,3,0
#0133,Felea,#0102,Huyama,9,0,3,0
#0074,Petania Mk LXXXVII,#0019,Iavis v40.72,9,2,1,0
#0114,Negantu,#0119,Xunus Mk XII,9,1,2,0
#0128,Xetune,#0130,Doruta,10,2,1,0
#0055,Sulara v35.90,#0095,Rugawa,10,0,3,0
#0124,Fanov v33.40,#0102,Huyama,10,0,3,0
#0074,Petania Mk LXXXVII,#0119,Xunus Mk XII,10,1,2,0
#0128,Xetune,#0095,Rugawa,11,2,1,0
#0102,Huyama,#0119,Xunus Mk XII,11,2,1,0
#0128,Xetune,#0102,Huyama,12,1,2,0
