uid,number,squadron,highScore,rank,width,height
7SRCtV,#0148,Squadron Juter Mk LXVII,426600,13,1600,900
t9tKxv,#0149,Squadron Futurn Mk LXXIX,323900,10,1600,900
qRsGOI,#0149,Squadron Futurn Mk LXXIX,77500,2,1600,900
9SrImc,#0149,Squadron Futurn Mk LXXIX,603200,19,1600,900
piAlNx,#0150,Squadron Nunerth,317800,10,1600,900
OI2OKr,#0150,Squadron Nunerth,15000,0,1600,900
kv8C0g,#0150,Squadron Nunerth,239200,7,1600,900
iXlfBU,#0151,Squadron Iutov,14300,0,1600,900
7O55Cw,#0151,Squadron Iutov,266500,8,1600,900
e8iGO7,#0151,Squadron Iutov,20800,0,1600,900
9sOxw4,#0152,Squadron Koturn,673600,21,1600,900
pXGD31,#0152,Squadron Koturn,1297000,39,1600,900
U5xfEJ,#0152,Squadron Koturn,605100,19,1600,900
C0BB6t,#0153,Squadron Mustea Mk XIII,367500,11,1600,900
T9vEk9,#0153,Squadron Mustea Mk XIII,19600,0,1600,900
MjPSQk,#0153,Squadron Mustea Mk XIII,619600,19,1600,900
