uid,squadron,name,value,weapon,scanner,thruster,steering,chassis,startingHealth,health,damage,kills,diedAt,roundTime,width,height
4famqs,Squadron Pecury,Ieria,0.589,Plasma Cannon,SC600,T20,S8,C100,75,-6,130,1,174.84,411,720,720
4famqs,Squadron Pecury,Xaphus,0.567,Pulse Rifle,SC700,T15,S15,C150,125,-1,57,0,175.37,411,720,720
4famqs,Squadron Pecury,Qaclite,0.417,Pulse Rifle,SC800,T15,S4,C100,75,0,117,3,410.55,411,720,720
4famqs,Squadron Pecury,Ruwei Mk XC,0.411,Pulse Rifle,SC500,T10,S6,C125,100,-1,90,0,206.96,411,720,720
LEdmgW,Squadron Pecury,Pecury,0.655,Plasma Cannon,SC400,T20,S4,C150,125,-2,180,2,249.21,249,720,720
LEdmgW,Squadron Pecury,Tanerth,0.611,Arc Gun,SC600,T10,S15,C100,75,-2,0,0,34.07,249,720,720
LEdmgW,Squadron Pecury,Ieria,0.589,Plasma Cannon,SC600,T20,S8,C100,75,-5,120,0,211.49,249,720,720
LEdmgW,Squadron Pecury,Xaphus,0.567,Pulse Rifle,SC700,T15,S15,C150,125,-2,57,0,196.93,249,720,720
LEdmgW,Squadron Pecury,Qaclite,0.417,Pulse Rifle,SC800,T15,S4,C100,75,-6,36,0,157.96,249,720,720
LEdmgW,Squadron Pecury,Ruwei Mk XC,0.411,Pulse Rifle,SC500,T10,S6,C125,100,-4,90,0,233.25,249,720,720
rYOrrl,Squadron Pecury,Pecury,0.655,Plasma Cannon,SC400,T20,S4,C150,125,-5,150,0,211.84,212,720,720
rYOrrl,Squadron Pecury,Tanerth,0.611,Arc Gun,SC600,T10,S15,C100,75,0,156,1,197.86,212,720,720
rYOrrl,Squadron Pecury,Ieria,0.589,Plasma Cannon,SC600,T20,S8,C100,75,-2,100,0,176.16,212,720,720
rYOrrl,Squadron Pecury,Xaphus,0.567,Pulse Rifle,SC700,T15,S15,C150,125,-7,54,0,161.37,212,720,720
rYOrrl,Squadron Pecury,Qaclite,0.417,Pulse Rifle,SC800,T15,S4,C100,75,-2,54,0,187.32,212,720,720
rYOrrl,Squadron Pecury,Ruwei Mk XC,0.411,Pulse Rifle,SC500,T10,S6,C125,100,-8,57,0,134.09,212,720,720
Go2kLf,Squadron Pecury,Pecury,0.655,Plasma Cannon,SC400,T20,S4,C150,125,-1,200,1,243.41,302,720,720
Go2kLf,Squadron Pecury,Tanerth,0.611,Arc Gun,SC600,T10,S15,C100,75,-11,1,0,59.73,302,720,720
Go2kLf,Squadron Pecury,Ieria,0.589,Plasma Cannon,SC600,T20,S8,C100,75,-6,110,1,184.39,302,720,720
Go2kLf,Squadron Pecury,Xaphus,0.567,Pulse Rifle,SC700,T15,S15,C150,125,-6,87,0,302.12,302,720,720
Go2kLf,Squadron Pecury,Qaclite,0.417,Pulse Rifle,SC800,T15,S4,C100,75,-6,60,0,160.93,302,720,720
Go2kLf,Squadron Pecury,Ruwei Mk XC,0.411,Pulse Rifle,SC500,T10,S6,C125,100,0,87,0,291.31,302,720,720
HFzuvq,Squadron Pecury,Pecury,0.655,Plasma Cannon,SC400,T20,S4,C150,125,-3,100,0,203.08,203,720,720
HFzuvq,Squadron Pecury,Tanerth,0.611,Arc Gun,SC600,T10,S15,C100,75,-1,72,0,92.32,203,720,720
HFzuvq,Squadron Pecury,Ieria,0.589,Plasma Cannon,SC600,T20,S8,C100,75,-5,50,0,140.91,203,720,720
HFzuvq,Squadron Pecury,Xaphus,0.567,Pulse Rifle,SC700,T15,S15,C150,125,-1,66,0,190.21,203,720,720
HFzuvq,Squadron Pecury,Qaclite,0.417,Pulse Rifle,SC800,T15,S4,C100,75,-2,42,0,142.36,203,720,720
HFzuvq,Squadron Pecury,Ruwei Mk XC,0.411,Pulse Rifle,SC500,T10,S6,C125,100,-4,75,0,145.06,203,720,720
q1DQDE,Squadron Tepra,Tepra,0.850,Arc Gun,SC500,T20,S15,C200,200,-2,141,1,293.83,294,720,720
q1DQDE,Squadron Tepra,Jenus v34.67,0.650,Arc Gun,SC800,T15,S10,C100,75,0,72,0,77.49,294,720,720
q1DQDE,Squadron Tepra,Yogawa,0.583,Plasma Cannon,SC300,T15,S12,C125,100,-10,110,1,292.73,294,720,720
q1DQDE,Squadron Tepra,Xotania,0.567,Pulse Rifle,SC800,T15,S12,C150,125,-4,69,1,282.09,294,720,720
q1DQDE,Squadron Tepra,Tahiri v44.85,0.544,Fusion Cannon,SC400,T12,S6,C175,150,-2,88,0,86.05,294,720,720
q1DQDE,Squadron Tepra,Tenov,0.433,Arc Gun,SC300,T10,S8,C175,150,-5,108,0,228.78,294,720,720
Ai77ln,Squadron Tepra,Tepra,0.850,Arc Gun,SC500,T20,S15,C200,200,-1,79,0,225.08,253,720,720
Ai77ln,Squadron Tepra,Jenus v34.67,0.650,Arc Gun,SC800,T15,S10,C100,75,-1,66,0,111.75,253,720,720
Ai77ln,Squadron Tepra,Yogawa,0.583,Plasma Cannon,SC300,T15,S12,C125,100,-3,100,1,251.78,253,720,720
Ai77ln,Squadron Tepra,Xotania,0.567,Pulse Rifle,SC800,T15,S12,C150,125,-7,45,0,251.78,253,720,720
Ai77ln,Squadron Tepra,Tahiri v44.85,0.544,Fusion Cannon,SC400,T12,S6,C175,150,-1,144,0,253.20,253,720,720
Ai77ln,Squadron Tepra,Tenov,0.433,Arc Gun,SC300,T10,S8,C175,150,0,35,0,58.22,253,720,720
LlW4CJ,Squadron Tepra,Tepra,0.850,Arc Gun,SC500,T20,S15,C200,200,77,91,3,,309,720,720
LlW4CJ,Squadron Tepra,Jenus v34.67,0.650,Arc Gun,SC800,T15,S10,C100,75,-7,120,0,116.68,309,720,720
LlW4CJ,Squadron Tepra,Yogawa,0.583,Plasma Cannon,SC300,T15,S12,C125,100,-2,160,0,227.77,309,720,720
LlW4CJ,Squadron Tepra,Xotania,0.567,Pulse Rifle,SC800,T15,S12,C150,125,-2,36,0,106.36,309,720,720
LlW4CJ,Squadron Tepra,Tahiri v44.85,0.544,Fusion Cannon,SC400,T12,S6,C175,150,-3,152,1,258.09,309,720,720
LlW4CJ,Squadron Tepra,Tenov,0.433,Arc Gun,SC300,T10,S8,C175,150,21,144,2,,309,720,720
LlW4CJ,Squadron Tepra,Tepra,0.850,Arc Gun,SC500,T20,S15,C200,200,176,49,0,,283,720,720
LlW4CJ,Squadron Tepra,Jenus v34.67,0.650,Arc Gun,SC800,T15,S10,C100,75,36,164,2,,283,720,720
LlW4CJ,Squadron Tepra,Yogawa,0.583,Plasma Cannon,SC300,T15,S12,C125,100,0,100,0,281.34,283,720,720
LlW4CJ,Squadron Tepra,Xotania,0.567,Pulse Rifle,SC800,T15,S12,C150,125,17,57,0,,283,720,720
LlW4CJ,Squadron Tepra,Tahiri v44.85,0.544,Fusion Cannon,SC400,T12,S6,C175,150,75,168,2,,283,720,720
LlW4CJ,Squadron Tepra,Tenov,0.433,Arc Gun,SC300,T10,S8,C175,150,31,122,2,,283,720,720
LlW4CJ,Squadron Tepra,Tepra,0.850,Arc Gun,SC500,T20,S15,C200,200,-5,81,0,187.18,243,720,720
LlW4CJ,Squadron Tepra,Jenus v34.67,0.650,Arc Gun,SC800,T15,S10,C100,75,-9,54,0,96.57,243,720,720
LlW4CJ,Squadron Tepra,Yogawa,0.583,Plasma Cannon,SC300,T15,S12,C125,100,-5,110,1,214.31,243,720,720
LlW4CJ,Squadron Tepra,Xotania,0.567,Pulse Rifle,SC800,T15,S12,C150,125,97,66,0,,243,720,720
LlW4CJ,Squadron Tepra,Tahiri v44.85,0.544,Fusion Cannon,SC400,T12,S6,C175,150,91,248,5,,243,720,720
LlW4CJ,Squadron Tepra,Tenov,0.433,Arc Gun,SC300,T10,S8,C175,150,79,133,0,,243,720,720
LlW4CJ,Squadron Tepra,Tepra,0.850,Arc Gun,SC500,T20,S15,C200,200,-8,132,0,252.70,735,720,720
LlW4CJ,Squadron Tepra,Jenus v34.67,0.650,Arc Gun,SC800,T15,S10,C100,75,-1,80,0,116.63,735,720,720
LlW4CJ,Squadron Tepra,Yogawa,0.583,Plasma Cannon,SC300,T15,S12,C125,100,-7,160,2,309.97,735,720,720
LlW4CJ,Squadron Tepra,Xotania,0.567,Pulse Rifle,SC800,T15,S12,C150,125,-6,30,0,135.22,735,720,720
LlW4CJ,Squadron Tepra,Tahiri v44.85,0.544,Fusion Cannon,SC400,T12,S6,C175,150,49,208,1,,735,720,720
LlW4CJ,Squadron Tepra,Tenov,0.433,Arc Gun,SC300,T10,S8,C175,150,24,237,3,,735,720,720
LlW4CJ,Squadron Tepra,Tepra,0.850,Arc Gun,SC500,T20,S15,C200,200,35,34,0,,227,720,720
LlW4CJ,Squadron Tepra,Jenus v34.67,0.650,Arc Gun,SC800,T15,S10,C100,75,7,120,1,,227,720,720
LlW4CJ,Squadron Tepra,Yogawa,0.583,Plasma Cannon,SC300,T15,S12,C125,100,45,100,2,,227,720,720
LlW4CJ,Squadron Tepra,Xotania,0.567,Pulse Rifle,SC800,T15,S12,C150,125,46,81,0,,227,720,720
LlW4CJ,Squadron Tepra,Tahiri v44.85,0.544,Fusion Cannon,SC400,T12,S6,C175,150,74,160,2,,227,720,720
LlW4CJ,Squadron Tepra,Tenov,0.433,Arc Gun,SC300,T10,S8,C175,150,96,73,1,,227,720,720
LlW4CJ,Squadron Tepra,Tepra,0.850,Arc Gun,SC500,T20,S15,C200,200,-3,130,2,264.22,296,720,720
LlW4CJ,Squadron Tepra,Jenus v34.67,0.650,Arc Gun,SC800,T15,S10,C100,75,-4,72,0,159.19,296,720,720
LlW4CJ,Squadron Tepra,Yogawa,0.583,Plasma Cannon,SC300,T15,S12,C125,100,-9,70,0,226.55,296,720,720
LlW4CJ,Squadron Tepra,Xotania,0.567,Pulse Rifle,SC800,T15,S12,C150,125,-5,24,0,133.72,296,720,720
LlW4CJ,Squadron Tepra,Tahiri v44.85,0.544,Fusion Cannon,SC400,T12,S6,C175,150,-12,200,0,216.90,296,720,720
LlW4CJ,Squadron Tepra,Tenov,0.433,Arc Gun,SC300,T10,S8,C175,150,-6,107,1,296.07,296,720,720
oc1rHI,Squadron Tepra,Tepra,0.850,Arc Gun,SC500,T20,S15,C200,200,33,158,0,,269,720,720
oc1rHI,Squadron Tepra,Jenus v34.67,0.650,Arc Gun,SC800,T15,S10,C100,75,0,73,0,121.33,269,720,720
oc1rHI,Squadron Tepra,Yogawa,0.583,Plasma Cannon,SC300,T15,S12,C125,100,56,170,3,,269,720,720
oc1rHI,Squadron Tepra,Xotania,0.567,Pulse Rifle,SC800,T15,S12,C150,125,-14,36,0,130.38,269,720,720
oc1rHI,Squadron Tepra,Tahiri v44.85,0.544,Fusion Cannon,SC400,T12,S6,C175,150,43,176,2,,269,720,720
oc1rHI,Squadron Tepra,Tenov,0.433,Arc Gun,SC300,T10,S8,C175,150,113,79,1,,269,720,720
oc1rHI,Squadron Tepra,Tepra,0.850,Arc Gun,SC500,T20,S15,C200,200,85,111,3,,264,720,720
oc1rHI,Squadron Tepra,Jenus v34.67,0.650,Arc Gun,SC800,T15,S10,C100,75,51,151,1,,264,720,720
oc1rHI,Squadron Tepra,Yogawa,0.583,Plasma Cannon,SC300,T15,S12,C125,100,61,110,1,,264,720,720
oc1rHI,Squadron Tepra,Xotania,0.567,Pulse Rifle,SC800,T15,S12,C150,125,35,60,0,,264,720,720
oc1rHI,Squadron Tepra,Tahiri v44.85,0.544,Fusion Cannon,SC400,T12,S6,C175,150,-15,112,0,154.99,264,720,720
oc1rHI,Squadron Tepra,Tenov,0.433,Arc Gun,SC300,T10,S8,C175,150,-1,127,1,204.40,264,720,720
oc1rHI,Squadron Tepra,Tepra,0.850,Arc Gun,SC500,T20,S15,C200,200,108,83,1,,267,720,720
oc1rHI,Squadron Tepra,Jenus v34.67,0.650,Arc Gun,SC800,T15,S10,C100,75,-13,56,0,109.36,267,720,720
oc1rHI,Squadron Tepra,Yogawa,0.583,Plasma Cannon,SC300,T15,S12,C125,100,34,180,2,,267,720,720
oc1rHI,Squadron Tepra,Xotania,0.567,Pulse Rifle,SC800,T15,S12,C150,125,60,45,1,,267,720,720
oc1rHI,Squadron Tepra,Tahiri v44.85,0.544,Fusion Cannon,SC400,T12,S6,C175,150,94,200,2,,267,720,720
oc1rHI,Squadron Tepra,Tenov,0.433,Arc Gun,SC300,T10,S8,C175,150,61,125,0,,267,720,720
oc1rHI,Squadron Tepra,Tepra,0.850,Arc Gun,SC500,T20,S15,C200,200,-2,188,1,523.84,524,720,720
oc1rHI,Squadron Tepra,Jenus v34.67,0.650,Arc Gun,SC800,T15,S10,C100,75,-9,52,0,113.78,524,720,720
oc1rHI,Squadron Tepra,Yogawa,0.583,Plasma Cannon,SC300,T15,S12,C125,100,-6,80,0,156.63,524,720,720
oc1rHI,Squadron Tepra,Xotania,0.567,Pulse Rifle,SC800,T15,S12,C150,125,-3,81,0,313.35,524,720,720
oc1rHI,Squadron Tepra,Tahiri v44.85,0.544,Fusion Cannon,SC400,T12,S6,C175,150,0,184,0,254.24,524,720,720
oc1rHI,Squadron Tepra,Tenov,0.433,Arc Gun,SC300,T10,S8,C175,150,0,170,2,324.10,524,720,720
u6L672,Squadron Tepra,Tepra,0.850,Arc Gun,SC500,T20,S15,C200,200,85,64,1,,289,720,720
u6L672,Squadron Tepra,Jenus v34.67,0.650,Arc Gun,SC800,T15,S10,C100,75,-7,117,0,175.19,289,720,720
u6L672,Squadron Tepra,Yogawa,0.583,Plasma Cannon,SC300,T15,S12,C125,100,43,110,0,,289,720,720
u6L672,Squadron Tepra,Xotania,0.567,Pulse Rifle,SC800,T15,S12,C150,125,-6,51,1,249.69,289,720,720
u6L672,Squadron Tepra,Tahiri v44.85,0.544,Fusion Cannon,SC400,T12,S6,C175,150,43,248,3,,289,720,720
u6L672,Squadron Tepra,Tenov,0.433,Arc Gun,SC300,T10,S8,C175,150,68,104,1,,289,720,720
u6L672,Squadron Tepra,Tepra,0.850,Arc Gun,SC500,T20,S15,C200,200,56,139,2,,339,720,720
u6L672,Squadron Tepra,Jenus v34.67,0.650,Arc Gun,SC800,T15,S10,C100,75,-7,88,0,112.23,339,720,720
u6L672,Squadron Tepra,Yogawa,0.583,Plasma Cannon,SC300,T15,S12,C125,100,-8,40,0,78.42,339,720,720
u6L672,Squadron Tepra,Xotania,0.567,Pulse Rifle,SC800,T15,S12,C150,125,19,75,2,,339,720,720
u6L672,Squadron Tepra,Tahiri v44.85,0.544,Fusion Cannon,SC400,T12,S6,C175,150,-2,184,1,233.19,339,720,720
u6L672,Squadron Tepra,Tenov,0.433,Arc Gun,SC300,T10,S8,C175,150,34,143,1,,339,720,720
u6L672,Squadron Tepra,Tepra,0.850,Arc Gun,SC500,T20,S15,C200,200,-9,86,1,324.00,526,720,720
u6L672,Squadron Tepra,Jenus v34.67,0.650,Arc Gun,SC800,T15,S10,C100,75,-4,114,0,235.61,526,720,720
u6L672,Squadron Tepra,Yogawa,0.583,Plasma Cannon,SC300,T15,S12,C125,100,-8,120,1,525.67,526,720,720
u6L672,Squadron Tepra,Xotania,0.567,Pulse Rifle,SC800,T15,S12,C150,125,0,78,1,408.39,526,720,720
u6L672,Squadron Tepra,Tahiri v44.85,0.544,Fusion Cannon,SC400,T12,S6,C175,150,-5,64,0,84.71,526,720,720
u6L672,Squadron Tepra,Tenov,0.433,Arc Gun,SC300,T10,S8,C175,150,0,221,2,519.49,526,720,720
BbXDFW,Squadron Tewei v11.69,Tewei v11.69,0.683,Plasma Cannon,SC700,T20,S8,C150,125,37,120,3,,238,720,720
BbXDFW,Squadron Tewei v11.69,Cubos,0.672,Pulse Rifle,SC500,T20,S8,C200,200,81,99,0,,238,720,720
BbXDFW,Squadron Tewei v11.69,Vulea,0.672,Plasma Cannon,SC600,T10,S8,C200,200,157,120,1,,238,720,720
BbXDFW,Squadron Tewei v11.69,Hestea,0.622,Fusion Cannon,SC800,T12,S6,C150,125,17,168,1,,238,720,720
BbXDFW,Squadron Tewei v11.69,Beclite,0.600,Phase Rifle,SC600,T10,S12,C150,125,-2,80,0,165.89,238,720,720
BbXDFW,Squadron Tewei v11.69,Nowei,0.395,Phase Rifle,SC300,T10,S4,C100,75,11,128,1,,238,720,720
BbXDFW,Squadron Tewei v11.69,Tewei v11.69,0.683,Plasma Cannon,SC700,T20,S8,C150,125,72,110,2,,181,720,720
BbXDFW,Squadron Tewei v11.69,Cubos,0.672,Pulse Rifle,SC500,T20,S8,C200,200,197,45,1,,181,720,720
BbXDFW,Squadron Tewei v11.69,Vulea,0.672,Plasma Cannon,SC600,T10,S8,C200,200,73,130,2,,181,720,720
BbXDFW,Squadron Tewei v11.69,Hestea,0.622,Fusion Cannon,SC800,T12,S6,C150,125,94,168,0,,181,720,720
BbXDFW,Squadron Tewei v11.69,Beclite,0.600,Phase Rifle,SC600,T10,S12,C150,125,13,144,1,,181,720,720
BbXDFW,Squadron Tewei v11.69,Nowei,0.395,Phase Rifle,SC300,T10,S4,C100,75,72,96,0,,181,720,720
BbXDFW,Squadron Tewei v11.69,Tewei v11.69,0.683,Plasma Cannon,SC700,T20,S8,C150,125,15,130,3,,350,720,720
BbXDFW,Squadron Tewei v11.69,Cubos,0.672,Pulse Rifle,SC500,T20,S8,C200,200,50,111,1,,350,720,720
BbXDFW,Squadron Tewei v11.69,Vulea,0.672,Plasma Cannon,SC600,T10,S8,C200,200,-3,110,0,184.94,350,720,720
BbXDFW,Squadron Tewei v11.69,Hestea,0.622,Fusion Cannon,SC800,T12,S6,C150,125,85,168,2,,350,720,720
BbXDFW,Squadron Tewei v11.69,Beclite,0.600,Phase Rifle,SC600,T10,S12,C150,125,-4,96,0,243.10,350,720,720
BbXDFW,Squadron Tewei v11.69,Nowei,0.395,Phase Rifle,SC300,T10,S4,C100,75,-8,80,0,97.51,350,720,720
BbXDFW,Squadron Tewei v11.69,Tewei v11.69,0.683,Plasma Cannon,SC700,T20,S8,C150,125,67,190,3,,272,720,720
BbXDFW,Squadron Tewei v11.69,Cubos,0.672,Pulse Rifle,SC500,T20,S8,C200,200,97,48,1,,272,720,720
BbXDFW,Squadron Tewei v11.69,Vulea,0.672,Plasma Cannon,SC600,T10,S8,C200,200,42,200,0,,272,720,720
BbXDFW,Squadron Tewei v11.69,Hestea,0.622,Fusion Cannon,SC800,T12,S6,C150,125,47,168,2,,272,720,720
BbXDFW,Squadron Tewei v11.69,Beclite,0.600,Phase Rifle,SC600,T10,S12,C150,125,19,128,0,,272,720,720
BbXDFW,Squadron Tewei v11.69,Nowei,0.395,Phase Rifle,SC300,T10,S4,C100,75,-2,112,0,150.39,272,720,720
